page,id,title,main_reference_number,has_not_been_viewed_much,date_start,date_end,date_display,artist_display,place_of_origin,exhibition_history,colorfulness,department_title,artist_title,style_title,classification_title
1,28454,Casket,1926.389,False,1100.0,1199.0,12th century,Italian; Sicily,Sicily,"The Art Institute of Chicago, Medieval Decorative Arts from Chicago Collections, October 2, 1985-January 5, 1986, no. cat.

The Art Institute of Chicago, Devotion and Splendor: Medieval Art at the Art Institute of Chicago, September 25, 2004-January 3, 2005, cat. 2.

Evanston, Mary and Leigh Block Museum of Art, Northwestern Universtiy, Caravans of Gold, Fragments in Time: Art, Culture, and Exchange across Medieval Saharan Africa, January 26–July 21, 2019, p. 174 (ill.), p. 190 (ill.), and p. 194; traveled to Washington, D.C., National Museum of African Art, Smithsonian Institution, April 8–November 29, 2020.",28.52,Applied Arts of Europe,,norman,european decorative arts
1,45862,Farallon Granate (Garnet Rock Ridge),1973.682,True,1973.0,1973.0,1973,"Olga de Amaral (Colombian, born 1932)
Colombia, Bogotá",Colombia,"Art Institute of Chicago, Selected Textile Acquisitions Since 1973, Dec. 15, 1977–Mar. 26, 1978.",27.3229,Textiles,Olga de Amaral,,textile
1,45259,Nude with Cats,1942.464,False,1901.0,1901.0,1901,"Pablo Picasso
Spanish, active France, 1881-1973",Spain,"Paris, Galeries Vollard, Exposition de tableaux de F. Iturrino et de P. R. Picasso, June 25–July 14, 1901, cat. 17, as La Folle aux Chats. 

New York, Reinhardt Galleries, Exhibition of Drawings, Paintings and Water Colors by Picasso, Matisse, Derain, Modigliani, Braque, Dufy, Utrillo, Vlaminck, Laurencin, Henri Rousseau, Gauguin, Redon, and Others, Oct. 12–Nov. 9, 1929, cat. 3, as Woman and Cats.

Providence, R.I., Rhode Island School of Design, Modern French Art, Mar. 11–31, 1930, cat. 28, as Woman with Cat.

Chicago, Art Institute, Summer Exhibition: Loan Collection of Old and Modern Masters from Chicago Collections, July 25–Oct. 13, 1935, no. 32, no cat.

Chicago, Arts Club, Loan Exhibition of Modern Paintings and Drawings from Private Collections in Chicago, Nov. 4–25, 1938, cat. 108, as Woman Playing with Cats.

Palm Beach, Fla., Society of the 4 Arts, Spanish Painting, Jan. 11–Feb. 6, 1952, cat. 35, as Woman with Cats.

Denver Art Museum, Ten Directions by Ten Artists, Jan. 7–Feb. 14, 1954, cat. 60, as Woman with Cat, 1901.

Chicago, Art Institute, Gallery of Art Interpretation: Presenting the Art Institute's Picassos, Sept. 12–Dec. 15, 1955, no cat., as Woman with a Cat, 1901.

Coral Gables, Fla., Joe and Emily Lowe Art Gallery of the University of Miami, Renoir to Picasso 1914, Feb. 8–Mar. 10, 1963, cat. 90 (ill.), as Woman with Cats, 1901.

Toronto, Art Gallery, Picasso and Man, Jan. 11–Feb. 16, 1964, cat. 8 (ill.), as Nude Woman with Cats/Nu et chats, Paris 1901; traveled to Montreal Museum of Fine Arts, Feb. 28–Mar. 31, 1964.

Chicago, Art Institute, Picasso in Chicago: Paintings, Drawings, and Prints from Chicago Collections, Feb. 3–Mar. 31, 1968, cat. 2 (ill.), as Nude with Cats, 1901.

New York, Metropolitan Museum of Art, Cézanne to Picasso: Ambroise Vollard, Patron of the Avant–Garde, Sept. 13, 2006–Jan. 7, 2007, cat. 140, fig. 111, as Crazy Woman with Cats, 1901; traveled to Chicago, Art Institute, Feb. 17–May 13, 2007 and Paris, Musée d’Orsay, June 18–Sept. 16, 2007.

Amsterdam, van Gogh Museum, Picasso in Paris 1900–1907: Eating Fire, Feb. 18–May 29, 2011, pl. 25, as Madwoman with Cats, Paris, 1901; traveled to Barcelona, Museu Picasso, June 30–Oct. 15, 2011 [as Devorar París: Picasso, 1900–1907].

Chicago, Art Institute, Picasso and Chicago, Feb. 20–May 12, 2013, cat. 5 (ill.).",23.7545,Modern Art,Pablo Picasso,Cubism,painting
1,51577,The White Tablecloth,1944.699,False,1731.0,1732.0,1731/32,"Jean Baptiste Siméon Chardin
French, 1699–1779",France,"Paris, [Galerie Martinet], Boulevard des Italiens, Tableaux et dessins de l'école française principalement du XVIIIe siècle tirés de collections d’amateurs, 1860, no. 351, as Le Cervelas.

Paris, Galerie Georges Petit, Exposition Chardin et Fragonard, 1907, no. 19, as La Table servie.

New York, Wildenstein, David-Weill Pictures, [1937], no. 3, no cat.

New York, Wildenstein, (organized by the Institute of Modern Art, Boston), The Sources of Modern Painting: A Loan Exhibition Assembled from American Public and Private Collections, 1939, no. 9.

New York, Parke-Bernet, French and English Art Treasures of the XVIII Century, 1942, no. 6.

Art Institute of Chicago, Masterpiece of the Month, February 1949, no cat.

New York, Wildenstein, Jubilee Loan Exhbition 1901-1951: Masterpieces from Museums and Private Collections, 1951, no. 22.  

Minneapolis Institute of Arts, French Eighteenth-Century Painters, 1954, no. 7, no cat.

London, Royal Academy of Arts, Winter Exhibition, 1968, no. 139.

New York, Wildenstein, The Object as Subject:  Still Life Paintings from the Seventeenth to the Twentieth Century, 1975, no. 22.

Art Institute of Chicago, Selected Works of Eighteenth-Century Frenchy Art in the Collections of the Art Institute of Chicago, 1976, no. 7.

The Art Institute of Chicago, A Case for Wine, July11—September 20, 2009, no exhibition catalogue.",19.8294,Painting and Sculpture of Europe,Jean Baptiste Siméon Chardin,,oil on canvas
1,47094,"Newsies at Skeeter Branch, St. Louis, Missouri, 11:00 a.m.",1974.216,False,1910.0,1910.0,"May 9, 1910","Lewis Wickes Hine
American, 1874–1940",United States,"Art Institute of Chicago, ""The Portrait Photograph,"" January 1-March 2, 1975.

Art Institute of Chicago, ""Photographs from the Permanent Collection,"" March 20–May 30, 1976. (Miles Barth)

NY, NY, The Metropolitan Museum of Art, ""The New Vision: Photography Between the World Wars,"" September 22-December 31, 1989; traveled to San Franciso Museum of Modern Art, February 28-April 22, 1990; Los Angeles County Museum of Art, May 10-July 15, 1990; Art Institute of Chicago, September 15- December 1, 1990; High Museum of Art, Atlanta, February 5-April 28, 1991; Museum of Fine Arts, Houston, June 8-August 4, 1991.

Art Institute of Chicago, ""The Concerned Photographer,"" March 18–July 11, 2006. (Katherine Bussard, Newell G. Smith, and Gregory Harris)

Art Institute of Chicago, Gallery 10 Permanent Collection Rotation, May–October, 2012.",11.6076,Photography and Media,Lewis Wickes Hine,,gelatin silver (developing-out-paper) pr
1,54347,Snake,1978.1063,True,1929.0,1929.0,1929,"Imogen Cunningham
American, 1883–1976",United States,"NY, NY, Whitney Museum of American Art, ""Photography Rediscovered: American Photographs from 1900-1930,"" September 19-November 25, 1979; travel to Art Institute of Chicago, December 22, 1979-February 4, 1980. (David Travis)

Washington, D.C., National Gallery of Art, “On the Art of Fixing a Shadow: One Hundred and Fifty Years of Photography,” May 7–July 30, 1989; traveled to the Art Institute of Chicago, September 16–November 26, 1989; and Los Angeles County Museum of Art, December 21, 1989–February 25, 1990.

Santa Barbara Museum of Art, ""Watkins to Weston: 101 Years of California Photography,"" February 29–May 31, 1992; traveled to Sacramento, California, Crocker Art Museum, June 16–August 14, 1992; and Laguna Art Museum, January 15, 1993–March 1993.",9.8969,Photography and Media,Imogen Cunningham,,gelatin silver (developing-out-paper) pr
1,54344,Back,1978.1062,False,1924.0,1934.0,c. 1929,"Imogen Cunningham
American, 1883–1976",United States,"NY, NY, Whitney Museum of American Art, ""Photography Rediscovered: American Photographs from 1900-1930,"" September 19-November 25, 1979; travel to Art Institute of Chicago, December 22, 1979-February 4, 1980. (David Travis)

Art Institute of Chicago, ""The Human Form Divine: The Body as Seen by the Camera,"" February 9–June 1, 2003. (Colin Westerbeck)

Art Institute of Chicago, ""Photography on Display: Modern Treasures,"" May 9–September 13, 2009.",17.6528,Photography and Media,Imogen Cunningham,,gelatin silver (developing-out-paper) pr
1,53010,Roadsters Old and Young,1978.407,True,1956.0,1956.0,1956,"Jack Butler Yeats
Irish, 1871-1957",Ireland,,25.3257,Modern Art,Jack Butler Yeats,,painting
1,62158,"The Lie, plate one from Intimacies",1948.3.1,False,1897.0,1897.0,1897,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,17.987,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,59927,Boats on the Beach at Étretat,1947.95,False,1885.0,1885.0,1885,"Claude Monet
French, 1840-1926",France,"Budapest, Szépmüvészeti Múzeum, Nemes Marcell képgyűjteményének kiállítása [Exhibition of paintings in the collection of Marcell von Nemes], 1910, no cat. no. 

Munich, Königliche Ältere Pinakothek München, Sammlung des Königliche Rates Marczell von Nemes, Budapest, ausgestellten Gemälde, June–Dec. 1911, cat. 34 (ill.), as Strandbild.


Düsseldorf, Kunsthalle, Sammlung des Königliche Rates Marczell von Nemes, July–Dec. 1912, cat. 104. 

Art Institute of Chicago, Exhibition of the Worcester Collection, July 24–Sept. 23, 1923, no cat. 

Toledo (Ohio) Museum of Art, Paintings by French Impressionists and Post-Impressionists, Nov. 7–Dec. 12, 1937, cat. 14 (ill.).

Arts Club of Chicago, Loan Exhibition of Modern Paintings and Drawings from Private Collections in Chicago, Nov. 4–25, 1938, cat. 87.

Art Institute of Chicago, The Paintings of Claude Monet, Apr. 1–June 15, 1957, no cat. no. 

City Art Museum of St. Louis, Claude Monet: A Loan Exhibition, Sept. 25–Oct. 22, 1957, cat. 62 (ill.); Minneapolis Institute of Arts, Nov. 1–Dec. 1, 1957.

Oklahoma City, Oklahoma Art Center, Inaugural Exhibition, Dec. 5, 1958–Jan. 31, 1959, cat. 138 (ill.).

Art Institute of Chicago, Paintings by Monet, Mar. 15–May 11, 1975, cat. 68 (ill.).

Highland Park, Ill., Neison Harris, Sept. 26–Dec. 6, 1979, no cat. 

Amsterdam, Van Gogh Museum, Vincent’s Choice: The Musée Imaginaire of Van Gogh, Feb. 14–June 15, 2003, cat. 129 (ill.).

Fine Arts Museums of San Francisco, Monet in Normandy, June 17–Sept. 17, 2006, cat. 43 (ill.); Raleigh, North Carolina Museum of Art, Oct. 15, 2006–Jan. 14, 2007; Cleveland Museum of Art, Feb. 18–May 20, 2007.

London, Royal Academy of Arts, Impressionists by the Sea, July 7–Sept. 30, 2007, cat. 63 (ill.); Washington, D.C., Phillips Collection, Oct. 20, 2007–Jan. 13, 2008; Hartford, Conn., Wadsworth Atheneum Museum of Art, Feb. 9–May 11, 2008.

Fort Worth, Tex., Kimbell Art Museum, The Impressionists: Master Paintings from the Art Institute of Chicago, June 29–Nov. 2, 2008, cat. 48 (ill.).

Seattle Art Museum, Monet at Étretat, July 1-October 17, 2021, no cat. no.

Art Institute of Chicago, Monet and Chicago, September 5, 2020-June 14, 2021, cat. 34.",16.9058,Painting and Sculpture of Europe,Claude Monet,Impressionism,painting
1,62162,"Money, plate five from Intimacies",1948.3.5,False,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,18.6399,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62160,"The Fine Pin, plate three from Intimacies",1948.3.3,True,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,30.068,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62159,"The Triumph, plate two from Intimacies",1948.3.2,True,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,18.966,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62165,"Getting Ready for a Visit, plate eight from Intimacies",1948.3.8,False,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,19.116,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62164,"Five O'Clock, plate seven from Intimacies",1948.3.7,False,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,17.4046,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62163,"Extreme Measure, plate six from Intimacies",1948.3.6,True,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,20.0599,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62168,"Cancellation sheet, fragments of ten woodblocks from Intimacies",1948.3.11,False,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,18.8335,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62167,"The Irreparable, plate ten from Intimacies",1948.3.10,True,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,22.0483,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,62166,"The Other's Health, plate nine from Intimacies",1948.3.9,False,1898.0,1898.0,1898,"Félix Edouard Vallotton (French, born Switzerland, 1865-1925)
published by La Revue blanche (French, 19th-20th century)",France,,19.2715,Prints and Drawings,Félix Edouard Vallotton,,woodcut
1,68823,Woodman (Waldarbeiter),1987.14,False,1969.0,1969.0,1969,"Georg Baselitz (Hans-Georg Kern)
German, born 1938",Germany,"London, Anthony d’Offay Gallery, Georg Baselitz: Paintings, 1966–69, Nov. 10–Dec. 3, 1982, pl. 14 (as Woodmen (Waldarbeiter), 1968)

New York, Mary Boone Gallery, Georg Baselitz, Nov. 21–Dec. 23, 1987, no cat. no. (as Waldarbeiter, 1968).

Musée d’Art Moderne de la Ville de Paris, Georg Baselitz, Oct. 22, 1996–Jan. 5, 1997, cat. 8 (as Ohne Titel (Waldarbeiter).

London, Royal Academy of Arts, Georg Baselitz: A Retrospective, 22 Sept.–9 Dec 2007. cat. 76 (as Woodsman (Waldarbeiter), 1969) .

Riehen/Basel, Fondation Beyeler, Georg Baselitz, Jan. 21–Apr. 29, 2018, no cat. no.; Washington D.C., Hirshhorn Musuem and Sculpture Garden, as Baselitz: Six Decades, June 21–Sept. 16, 2018 (Washington D.C. only).",22.1731,Contemporary Art,Georg Baselitz,20th Century,painting
1,68395,Table at a Café,1950.122,False,1912.0,1912.0,1912,"Juan Gris
Spanish, 1887–1927",Spain,"Paris, Galerie Simon, Exposition Rétrospective, Juan Gris, 1887­1927, June 4–16, 1928, n.p. (cat. 3), as La Table de café, 1912.

New York, De Hauke and Company, Exhibition of Cubism (Period 1910–1913), April 1930, n.p. 
(cat. 25), as La table de café.

Chicago, Residence of Mr. and Mrs. Walter Brewster Special View for the benefit of Chicago Public School Art Society of the Collection of Mr. and Mrs. Walter S. Brewster, January 20–22, 1933, p. 9 (exhibition checklist 44), as Abstraction in Gray.

Chicago, Renaissance Society, University of Chicago, Exhibition of Abstract Paintings by Four Twentieth Century Artists, January 12–February 2, 1934, n.p. (cat. 1), 1911.

Possibly Chicago, Arts Club, Loan Exhibition of Modern Paintings and Drawings from Private Collections in Chicago, November 4–25, 1938.

Chicago, Arts Club, Retrospective Exhibition, Juan Gris, January 3–27, 1939, n.p. (cat. 1), as La Table du Café, 1911.

Chicago, Art Institute, The Kate L. Brewster Bequest, September 1950, no cat.

New York, Sidney Janis Gallery, Cubism 1910–1912, January 3–February 4, 1956, n.p. (cat. 14, ill.), as La Table du Café, 1912.

New York, Museum of Modern Art, Juan Gris, April 9–June 1, 1958, pp. 15, 17 (ill.), as A Table at a Café, 1912; traveled to Minneapolis, Institute of Arts, June 24–July 24, 1958; San Francisco, Museum of Art, August 11–September 14, 1958; and Los Angeles County Museum, September 29–October 26, 1958.

Marseille, Musée Cantini, Juan Gris, Peintures et dessins 1887–1927, September 17, 1998–January 3, 1999, p. 71 (cat. 15, ill.), as La Table de café, 1912.

Madrid, Museo Nacional Centro de Arte Reina Sofía, Juan Gris: Paintings and Drawings, 1910–1927, June 22–September 19, 2005, vol. 1, n.p. (cat. 15, ill.); vol. 2, pp. 24 (ill.), 25, as Table at a Café, 1912.",26.52,Modern Art,Juan Gris,Cubism,painting
1,66207,End of the Season,1986.1427,False,1945.0,1945.0,1945,"Jack Butler Yeats
Irish, 1871-1957",Ireland,"Hart House Art Gallery, University of Toronto, Jack B. Yeats, February 11–27, 1971, no. 11 (ill.) n. p. 

London, Waddington Gallery, Jack B. Yeats, February 27–March 22, 1975, no. 9 (ill.) n. p.",32.2984,Modern Art,Jack Butler Yeats,,painting
1,72177,Heart of Darkness,1988.259,False,1982.0,1982.0,1982,"Sean Scully
American, born Ireland, 1945",United States,"New York, William Beadleston Gallery, Sean Scully, Dec. 1, 1982–Jan. 8, 1983, no cat.

Allentown, Muhlenberg College Center for the Arts, Contemporary Abstract Painting, Sept. 12¬–Oct. 23, 1988, no cat. no.

Pittsburgh, Museum of Art, Carnegie Institute, Sean Scully, May 4–June 30, 1985, cat. 1; Boston, Museum of Fine Arts, July 17–Oct. 13, 1985.

Art Institute of Chicago, Sean Scully, Dec. 15, 1987–Feb. 7, 1988, no cat. no.

London, Whitechapel Art Gallery, Sean Scully: Paintings & Works on Paper, 1982–88, May 5–June 25, 1989, no cat. no.; Munich, Städtische Galerie im Lenbachhaus, July 12–Aug. 27; Madrid, Palacio de Velázquez del Retiro, Sept. 14–Nov. 12, 1989.

Washington D.C., Hirshhorn Museum and Sculpture Garden, Smithsonian Institution, Sean Scully: Twenty years, 1976–1995, June 14–Sept. 10, 1995, cat. 16; Atlanta, High Museum of Art, Oct. 10, 1995–Jan. 7, 1996; Barcelona, Fundació “la Caixa,” Centre Cultural, Feb. 14–Apr. 7, 1996; Dublin, Irish Museum of Modern Art, May 23–Aug. 24, 1996; Frankfurt, Schirn Kunsthalle, Sept. 21–Dec. 1, 1996 (Washington D.C. and Atlanta only).",74.7395,Contemporary Art,Sean Scully,,painting
1,71765,Fragment from the Mantle of Don Felipe,1950.1150,False,1275.0,1300.0,1275/1300,Spain (Villalcázar de Sirga),Villalcázar de Sirga,"Art Institute of Chicago, Masterpieces of Western Textiles, Jan. 25–Mar. 2, 1969.

Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, European Textile Masterpieces from Coptic Times through the 19th Century, September 27, 1989–January 22, 1990

Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, Textile Masterpieces from the Art Institute of Chicago's Collection, February 17–May 2, 1993

Art Institute of Chicago, Gallery 141, “Devotion and Splendor: Medieval Art at the Art Institute of Chicago,” September 20, 2004–January 4, 2005",19.7581,Textiles,Islamic,hispano-moresque,textile
1,76195,Pair of Candelabra,1990.104.1-2,True,1920.0,1921.0,1920/21,"Design attributed to Peter Berg
American, born Norway, 1885–1959
Chased by Yngve Harald Olsson
American, born Denmark, 1896–1970
Kalo Shop
American, 1900–70
Chicago",United States,,3.9914,Arts of the Americas,Kalo Shop (Firm),Arts and Crafts Movement,candleholder
1,73987,"Anti-Slavery Picnic at Weymouth Landing, Massachusetts",1950.1846,False,1840.0,1850.0,c. 1845,"Susan Torrey Merritt
American, 1826-1879",United States,,0.0,Prints and Drawings,Susan Torrey Merritt,,watercolor
1,81540,"The Departure of the Boats, Étretat",1922.428,False,1885.0,1885.0,1885,"Claude Monet
French, 1840-1926",France,"Art Institute of Chicago, “A Century of Progress”: Loan Exhibition of Paintings and Sculpture, May 23–Nov. 1, 1933, cat. 293.

Art Institute of Chicago, “A Century of Progress”: Loan Exhibition of Paintings and Sculpture for 1934, June 1–Oct. 31, 1934, cat. 211.

Toledo (Ohio) Museum of Art, The Spirit of Modern France: An Essay on Painting in Society, 1745–1946, Nov.–Dec. 1946, cat. 49; Toronto, Art Gallery of Toronto, Jan.–Feb. 1947.

Art Institute of Chicago, The Paintings of Claude Monet, Apr. 1–June 15, 1957, no cat. no.

Art Institute of Chicago, Paintings by Monet, Mar. 15–May 11, 1975, cat. 17 (ill.). 

Highland Park (Ill.), Neison Harris, May 29, 1984–May 13, 1985, no cat.

Tokyo, Seibu Museum of Art, Shikago bijutsukan insho-ha ten [The Impressionist tradition: Masterpieces from the Art Institute of Chicago], Oct. 18–Dec. 17, 1985, cat. 43 (ill.); Fukuoka Art Museum, Jan. 5–Feb. 2, 1986; Kyoto Municipal Museum of Art, Mar. 4–April 13, 1986.

Art Institute of Chicago, Seurat and the Making of “La Grande Jatte,” June 19–Sept. 19, 2004, cat. 98 (ill.).

Art Institute of Chicago, Monet and Chicago, September 5, 2020-June 14, 2021, cat. 35.

Seattle Art Museum, Monet at Étretat, July 1-October 17, 2021, no cat. no.",17.1392,Painting and Sculpture of Europe,Claude Monet,,painting
1,79600,The Railway Crossing (Sketch),1953.341,False,1919.0,1919.0,1919,"Fernand Léger
French, 1881–1955",France,"Chicago, Arts Club, Loan Exhibition of Modern Paintings Privately Owned by Chicagoans, January 4–18, 1929, cat. 29, as Abstraction.

New York, Museum of Modern Art, Paintings in Paris from American Collections, January 19–February 16, 1930, pp. 31–32, cat. 47 (ill.).

Chicago, Renaissance Society, University of Chicago, Exhibition of Modern French Paintings Loaned to the Renaissance Society, July 3–August 18, 1930, cat. 7, as Still Life.

Chicago, Renaissance Society, University of Chicago, Some Modern Primitives: International Exhibition of Paintings and Prints, July 2–August 16, 1931, cat. 39, as Abstraction.

New York, Valentine Gallery, Léger: New Paintings, April 9–May 5, 1945, cat. 19, as Le Passage a Niveau.
Chicago, Arts Club, Loan Exhibition of Modern Paintings Privately Owned by Chicagoans, January 4–18, 1929, cat. 29, as Abstraction.

New York, Museum of Modern Art, Paintings in Paris from American Collections, January 19–February 16, 1930, pp. 31–32, cat. 47 (ill.).

Chicago, Renaissance Society, University of Chicago, Exhibition of Modern French Paintings Loaned to the Renaissance Society, July 3–August 18, 1930, cat. 7, as Still Life.

Chicago, Renaissance Society, University of Chicago, Some Modern Primitives: International Exhibition of Paintings and Prints, July 2–August 16, 1931, cat. 39, as Abstraction.

New York, Valentine Gallery, Léger: New Paintings, April 9–May 5, 1945, cat. 19, as Le Passage a Niveau.

New York, Museum of Modern Art, Fernand Léger, 1976, cat. 5 (ill.), as Study for The Level Crossing; traveled to Adelaide, Art Gallery of South Australia; Sydney, Art Gallery of New South Wales; and Melbourne, National Gallery of Victoria.

Buffalo, N.Y., Albright-Knox Art Gallery, Fernand Léger, January 15–February 28, 1982, pp. 33, 61, 78, cat. 15 (ill.), as Follow the Arrow (Le Passage à niveau); traveled to Montreal Museum of Fine Arts, March 11–April 18, 1982; and Dallas Museum of Fine Arts, May 17–June 27, 1982.

Chicago, Arts Club, Portrait of an Era: Rue Winterbotham Carpenter and the Arts Club of Chicago, 1916–1931, September 15–November 1, 1986, n. p., cat. 6, as Follow the Arrow (ill.).

New York, Acquavella Galleries, Fernand Léger, October 23–December 12, 1987, n. p., cat. 17 (ill.), as Le Passage à Niveau (Follow the Arrow).

Nagaoka, Japan, Niigata Prefectural Museum of Modern Art, Masterworks of Modern Art from The Art Institute of Chicago, April 20–May 29, 1994, pp. 108–109, cat. 30 (ill.); traveled to Nagoya, Aichi Prefectural Museum of Art, June 10–July 24, 1994; and Yokohama Museum of Art, August 6–September 25, 1994 (organized by the Art Institute Chicago and Asahi Shimbun).
New York, Museum of Modern Art, Fernand Léger, 1976, cat. 5 (ill.), as Study for The Level Crossing; traveled to Adelaide, Art Gallery of South Australia; Sydney, Art Gallery of New South Wales; and Melbourne, National Gallery of Victoria.

Buffalo, N.Y., Albright-Knox Art Gallery, Fernand Léger, January 15–February 28, 1982, pp. 33, 61, 78, cat. 15 (ill.), as Follow the Arrow (Le Passage à niveau); traveled to Montreal Museum of Fine Arts, March 11–April 18, 1982; and Dallas Museum of Fine Arts, May 17–June 27, 1982.

Chicago, Arts Club, Portrait of an Era: Rue Winterbotham Carpenter and the Arts Club of Chicago, 1916–1931, September 15–November 1, 1986, n. p., cat. 6, as Follow the Arrow (ill.).

New York, Acquavella Galleries, Fernand Léger, October 23–December 12, 1987, n. p., cat. 17 (ill.), as Le Passage à Niveau (Follow the Arrow).

Nagaoka, Japan, Niigata Prefectural Museum of Modern Art, Masterworks of Modern Art from The Art Institute of Chicago, April 20–May 29, 1994, pp. 108–109, cat. 30 (ill.); traveled to Nagoya, Aichi Prefectural Museum of Art, June 10–July 24, 1994; and Yokohama Museum of Art, August 6–September 25, 1994 (organized by the Art Institute Chicago and Asahi Shimbun).

Fort Worth, Kimbell Art Museum, The Age of Picasso and Matisse: Modern Masters from the Art Institute of Chicago, Oct. 6, 2013–Feb. 16, 2014, no cat. no. ",70.212,Modern Art,Fernand Léger,Modernism,oil on canvas
1,76452,Cocktail Shaker,1990.179,False,1931.0,1931.0,1931,"Peer Smed
American, born Denmark, 1878–1943
New York",New York,"New York, Cooper Hewitt, Smithsonian Design Museum, The Jazz Age: American Style in the 1920s, Apr 7–Aug 20, 2017; Cleveland Museum of Art, Sep 30, 2017–Jan 14, 2018, cat. 34.",2.8508,Arts of the Americas,Peer Smed,Modernism,vessel
1,86385,City Landscape,1958.193,False,1955.0,1955.0,1955,"Joan Mitchell
American, 1925-1992",United States,"Minneapolis, Walker Art Center, Vanguard 1955: A Painter’s Selection of New American Paintings, Oct. 23–Dec. 5, 1955, cat. 39 (incorrectly titled Painting).

Art Institute of Chicago, 18th Annual Society for Contemporary American Art Exhibition, May 8–June 8, 1958, cat. 23.

Art Institute of Chicago, 26th Annual Exhibition by the Society for Contemporary American Art, Apr. 8–May 10, 1966, no cat. no.

Art Institute of Chicago, Art in Illinois, In Honor of the Illinois Sesquicentennial, June 15–Sept. 8, 1968, no cat. no.

Washington, D. C., Corcoran Gallery of Art, Joan Mitchell, Feb. 27–May 1, 1988, no cat. no.; San Francisco Museum of Modern Art, May 26–July 17, 1988; Buffalo, Albright-Knox Art Gallery, Sept. 17–Nov. 6, 1988; La Jolla Museum of Contemporary Art, Dec. 2, 1988–Jan. 29, 1989; Ithaca, Herbert F. Johnson Museum of Art, Cornell University, Feb. 26–Apr. 23, 1989.

Art Institute of Chicago, Twelve Contemporary Masters, May 10–June 14, 1992, no cat. no.

New York, Whitney Museum of American Art, The Paintings of Joan Mitchell, June 20–Sept. 29, 2002; cat. 6; Birmingham Museum of Art, June 27–Aug. 31, 2003; Modern Art Museum of Fort Worth, Sept. 21, 2003–Jan. 7, 2004; Des Moines Art Center, Jan. 31–Apr. 25, 2004, (New York, Birmingham, and Fort Worth only).",33.1503,Contemporary Art,Joan Mitchell,Abstract Expressionism,painting
1,84076,Café Singer,1955.738,False,1879.0,1879.0,1879,"Edgar Degas
French, 1834–1917",France,,26.2157,Painting and Sculpture of Europe,Hilaire Germain Edgar Degas,Impressionism,painting
